Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,0.0902760450594203,0.09099228836981198,0.08430490010211276,0.08943966031074524,300912000,0.0,0.0
2000-01-04 00:00:00-05:00,0.08788698691658331,0.08812634038783147,0.08263300398593132,0.08705151826143265,300480000,0.0,0.0
2000-01-05 00:00:00-05:00,0.0845442317667538,0.08597671789987407,0.08299160423625002,0.0841856524348259,188352000,0.0,0.0
2000-01-06 00:00:00-05:00,0.08418567090809109,0.08418567090809109,0.07546877277178823,0.07869233191013336,120480000,0.0,0.0
2000-01-07 00:00:00-05:00,0.07833469243750393,0.08084200229838501,0.07714064360589237,0.08000653982162476,71184000,0.0,0.0
2000-01-10 00:00:00-05:00,0.08024494358510272,0.08597672673392784,0.07881245730479539,0.08263303339481354,239856000,0.0,0.0
2000-01-11 00:00:00-05:00,0.08215526533241761,0.08311086921409701,0.07928936928510666,0.07928936928510666,148128000,0.0,0.0
2000-01-12 00:00:00-05:00,0.07928934925755747,0.07940949068122832,0.0761850159474222,0.0772598385810852,123552000,0.0,0.0
2000-01-13 00:00:00-05:00,0.0771405925703392,0.08120052809884541,0.07618498926472032,0.08048336952924728,132192000,0.0,0.0
2000-01-14 00:00:00-05:00,0.08167838308068565,0.08729002693484485,0.08143902260121944,0.0839463323354721,604560000,0.0,0.0
2000-01-18 00:00:00-05:00,0.0850211370701059,0.08788703252830815,0.08120056035701308,0.08752936869859695,261648000,0.0,0.0
2000-01-19 00:00:00-05:00,0.08788704500866265,0.08788704500866265,0.08597675296443748,0.08669299632310867,164688000,0.0,0.0
2000-01-20 00:00:00-05:00,0.08741015172375959,0.09218633260605212,0.08573830461214903,0.08645454794168472,179568000,0.0,0.0
2000-01-21 00:00:00-05:00,0.08621519470822911,0.0865737741734194,0.08334929894679642,0.08549895137548447,544272000,0.0,0.0
2000-01-24 00:00:00-05:00,0.08824559054563039,0.08824559054563039,0.08120054065633774,0.0816783457994461,256944000,0.0,0.0
2000-01-25 00:00:00-05:00,0.08203602026816056,0.08287240493053728,0.07833466949264291,0.0809611976146698,237120000,0.0,0.0
